domain,country,language,last_update,website_url,organization,country_code,language_code,last_update_basis,ror_record_last_modified,website_last_modified,last_checked_utc,http_status,reachable,source_category,ror_id,ror_types,source_record,relevance_note
vaincrelecancer.lu,Luxembourg,Luxembourgish|French|German,2024-12-11,http://www.vaincrelecancer.lu/,Action LIONS Vaincre le Cancer,LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/02cmtcb39,other; funder,https://ror.org/02cmtcb39,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
loschfondation.lu,Luxembourg,Luxembourgish|French|German,2024-12-11,https://www.loschfondation.lu,André Losch Fondation,LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0164cy529,nonprofit; funder,https://ror.org/0164cy529,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
arcelormittal.com,Luxembourg,Luxembourgish|French|German,2024-12-11,http://luxembourg.arcelormittal.com/,ArcelorMittal (Luxembourg),LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/02bez8p50,company; funder,https://ror.org/02bez8p50,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
kriibskrankkanner.lu,Luxembourg,Luxembourgish|French|German,2026-06-23,https://kriibskrankkanner.lu,Een Häerz fir kriibskrank Kanner asbl,LU,lb|fr|de,ror_record_last_modified,2026-06-23,,2026-07-29T06:55:42+00:00,URLError,unknown,research_funder,https://ror.org/04vn83f14,funder; nonprofit,https://ror.org/04vn83f14,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
e6.com,Luxembourg,Luxembourgish|French|German,2024-12-11,http://www.e6.com/wps/wcm/connect/E6_Content_EN/Home,Element Six (Luxembourg),LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/03p5mga34,company; funder,https://ror.org/03p5mga34,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
eeef.lu,Luxembourg,Luxembourgish|French|German,2026-06-23,https://www.eeef.lu,European Energy Efficiency Fund,LU,lb|fr|de,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:11+00:00,URLError,unknown,research_funder,https://ror.org/05emg1w27,funder,https://ror.org/05emg1w27,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
eib.org,Luxembourg,Luxembourgish|French|German,2024-12-11,http://www.eib.org/,European Investment Bank,LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/03zxry661,nonprofit; funder,https://ror.org/03zxry661,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
espen.org,Luxembourg,Luxembourgish|French|German,2024-12-11,http://www.espen.org/,European Society for Clinical Nutrition and Metabolism,LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/02y984316,nonprofit; funder,https://ror.org/02y984316,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
cancer.lu,Luxembourg,Luxembourgish|French|German,2026-06-23,https://www.cancer.lu,Fondation Cancer,LU,lb|fr|de,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:27+00:00,URLError,unknown,research_funder,https://ror.org/009yhf078,funder; nonprofit,https://ror.org/009yhf078,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fondationrecherchecancer.lu,Luxembourg,Luxembourgish|French|German,2026-06-23,https://www.fondationrecherchecancer.lu,Fondation Recherche Cancer et Sang,LU,lb|fr|de,ror_record_last_modified,2026-06-23,,2026-07-29T06:55:55+00:00,URLError,unknown,research_funder,https://ror.org/04y9qgr69,funder; nonprofit,https://ror.org/04y9qgr69,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fdlux.lu,Luxembourg,Luxembourgish|French|German,2026-07-20,https://www.fdlux.lu/en/foundations/fondation-du-pelican-de-mie-et-pierre-hippert-faber,Fondation du Pélican de Mie et Pierre Hippert-Faber,LU,lb|fr|de,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:29+00:00,URLError,unknown,research_funder,https://ror.org/05m27mc84,funder; nonprofit,https://ror.org/05m27mc84,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
public.lu,Luxembourg,Luxembourgish|French|German,2024-12-11,https://portail-qualite.public.lu,"Institut Luxembourgeois de la Normalisation, de l'Accréditation, de la Sécurité et qualité des produits et services",LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/040y22644,government; funder,https://ror.org/040y22644,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
list.lu,Luxembourg,Luxembourgish|French|German,2026-03-31,https://www.list.lu,Luxembourg Institute of Science and Technology,LU,lb|fr|de,ror_record_last_modified,2026-03-31,,2026-07-29T06:56:35+00:00,URLError,unknown,research_funder,https://ror.org/01t178j62,funder; nonprofit,https://ror.org/01t178j62,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
liser.lu,Luxembourg,Luxembourgish|French|German,2026-07-20,https://www.liser.lu,Luxembourg Institute of Socio-Economic Research,LU,lb|fr|de,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:07+00:00,URLError,unknown,research_funder,https://ror.org/040jf9322,funder; nonprofit,https://ror.org/040jf9322,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fnr.lu,Luxembourg,Luxembourgish|French|German,2025-10-28,https://www.fnr.lu,National Research Fund Luxembourg,LU,lb|fr|de,ror_record_last_modified,2025-10-28,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/039z13y21,funder; nonprofit,https://ror.org/039z13y21,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rsl.lu,Luxembourg,Luxembourgish|French|German,2024-12-11,http://www.rsl.lu/,Recherches Scientifiques Luxembourg,LU,lb|fr|de,ror_record_last_modified,2024-12-11,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/0333e3w09,facility; funder,https://ror.org/0333e3w09,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni.lu,Luxembourg,Luxembourgish|French|German,2025-10-28,https://www.uni.lu,University of Luxembourg,LU,lb|fr|de,ror_record_last_modified,2025-10-28,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/036x5ad56,education; funder,https://ror.org/036x5ad56,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oeuvre.lu,Luxembourg,Luxembourgish|French|German,2025-06-24,https://www.oeuvre.lu,Œuvre Nationale de Secours Grande-Duchesse Charlotte,LU,lb|fr|de,ror_record_last_modified,2025-06-24,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/04gpsrx13,funder,https://ror.org/04gpsrx13,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
imli.org,Malta,Maltese|English,2026-06-23,https://imli.org,IMO International Maritime Law Institute,MT,mt|en,ror_record_last_modified,2026-06-23,,2026-07-29T06:55:45+00:00,URLError,unknown,research_funder,https://ror.org/04k9q2b98,education; funder,https://ror.org/04k9q2b98,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
mcst.gov.mt,Malta,Maltese|English,2026-07-20,http://www.mcst.gov.mt/,Malta Council for Science and Technology,MT,mt|en,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:07+00:00,TimeoutError,unknown,research_funder,https://ror.org/05qk3dq04,funder; government,https://ror.org/05qk3dq04,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
thealfredmizzifoundation.com,Malta,Maltese|English,2026-06-23,https://thealfredmizzifoundation.com,The Alfred Mizzi Foundation,MT,mt|en,ror_record_last_modified,2026-06-23,,2026-07-29T06:55:31+00:00,URLError,unknown,research_funder,https://ror.org/03kvj3647,funder; nonprofit,https://ror.org/03kvj3647,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
um.edu.mt,Malta,Maltese|English,2025-09-22,https://www.um.edu.mt,University of Malta,MT,mt|en,ror_record_last_modified,2025-09-22,,2026-07-29T06:55:57+00:00,URLError,unknown,research_funder,https://ror.org/03a62bv60,education; funder,https://ror.org/03a62bv60,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
asm.md,Moldova,Romanian,2025-06-24,http://www.asm.md/,Academy of Sciences of Moldova,MD,ro,ror_record_last_modified,2025-06-24,,2026-07-29T06:55:31+00:00,TimeoutError,unknown,research_funder,https://ror.org/01w01n720,funder; government,https://ror.org/01w01n720,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ancd.gov.md,Moldova,Romanian,2024-12-11,https://ancd.gov.md,Agenția Națională pentru Cercetare și Dezvoltare,MD,ro,ror_record_last_modified,2024-12-11,,2026-07-29T06:55:57+00:00,URLError,unknown,research_funder,https://ror.org/04kp6rb84,government; funder,https://ror.org/04kp6rb84,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
led.md,Moldova,Romanian,2026-06-23,https://led.md,Liechtenstein Development Service (LED),MD,ro,ror_record_last_modified,2026-06-23,,2026-07-29T06:55:07+00:00,URLError,unknown,research_funder,https://ror.org/00pp57x97,funder; nonprofit,https://ror.org/00pp57x97,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
mecc.gov.md,Moldova,Romanian,2024-12-11,https://mecc.gov.md/en,"Ministry of Education, Culture and Research",MD,ro,ror_record_last_modified,2024-12-11,,2026-07-29T06:55:47+00:00,URLError,unknown,research_funder,https://ror.org/03twcgp39,government; funder,https://ror.org/03twcgp39,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fondation-psse-grace.mc,Monaco,French,2026-07-20,https://www.fondation-psse-grace.mc,Fondation Princesse Grace de Monaco,MC,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:07+00:00,URLError,unknown,research_funder,https://ror.org/003srgt63,funder; nonprofit,https://ror.org/003srgt63,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fpa2.org,Monaco,French,2024-12-11,http://www.fpa2.org/,Prince Albert II of Monaco Foundation,MC,fr,ror_record_last_modified,2024-12-11,,2026-07-29T06:55:47+00:00,TimeoutError,unknown,research_funder,https://ror.org/01t9r8c86,nonprofit; funder,https://ror.org/01t9r8c86,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
centrescientifique.mc,Monaco,French,2025-10-28,https://centrescientifique.mc,Scientific Centre of Monaco,MC,fr,ror_record_last_modified,2025-10-28,,2026-07-29T06:55:31+00:00,URLError,unknown,research_funder,https://ror.org/04kptf457,facility; funder,https://ror.org/04kptf457,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fondzainovacije.me,Montenegro,Montenegrin,2026-07-20,https://fondzainovacije.me/,fondzainovacije.me,ME,cnr,directory_release_date,,,2026-07-29T06:55:07+00:00,URLError,unknown,innovation fund,,,curated supplemental seed,"Curated European funding, challenge, programme, or government portal."
fitr.mk,North Macedonia,Macedonian|Albanian,2026-07-20,https://fitr.mk/,fitr.mk,MK,mk|sq,directory_release_date,,,2026-07-29T06:55:07+00:00,URLError,unknown,innovation fund,,,curated supplemental seed,"Curated European funding, challenge, programme, or government portal."
ajhs.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://ajhs.no,Anders Jahres Humanitære Stiftelse,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/057k9a938,funder; nonprofit,https://ror.org/057k9a938,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
antarcticfund.org,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.antarcticfund.org,Antarctic Wildlife Research Fund,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/051cb9t71,funder; nonprofit,https://ror.org/051cb9t71,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
barnekreftforeningen.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.barnekreftforeningen.no,Barnekreftforeningen,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05ag13b38,funder; nonprofit,https://ror.org/05ag13b38,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
bergenbio.com,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,http://www.bergenbio.com/,BerGenBio (Norway),NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/05tacv029,company; funder,https://ror.org/05tacv029,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
capacare.org,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.capacare.org,Capacare NGO,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04g8agp51,funder; nonprofit,https://ror.org/04g8agp51,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
enersense.com,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://enersense.com,Enersense AS (Norway),NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/014xm1396,company; funder,https://ror.org/014xm1396,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fysiofondet.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://fysiofondet.no,Fond til etter- og videreutdanning av fysioterapeuter,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0145qvm35,funder,https://ror.org/0145qvm35,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fondazioneiom.it,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.fondazioneiom.it,Fondazione Istituto Oncologico del Mediterraneo,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/00v7rks23,funder; nonprofit,https://ror.org/00v7rks23,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
helse-fonna.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.helse-fonna.no,Fonna Hospital Trust,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05n8j1468,funder; healthcare,https://ror.org/05n8j1468,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
gcrieber-fondene.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.gcrieber-fondene.no,GC Rieber Fondene,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01hczre62,funder; nonprofit,https://ror.org/01hczre62,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
gjensidigestiftelsen.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.gjensidigestiftelsen.no,Gjensidigestiftelsen,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/0169tw760,funder; nonprofit,https://ror.org/0169tw760,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
grida.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.grida.no,Grid-Arendal,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02grxeb87,funder; nonprofit,https://ror.org/02grxeb87,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
hnt.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.hnt.no,Helse Nord-Trøndelag HF,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/0319bc948,funder; healthcare,https://ror.org/0319bc948,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
kristiania.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.kristiania.no,Høyskolen Kristiania,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/03gss5916,education; funder,https://ror.org/03gss5916,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
kettilbruun.org,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.kettilbruun.org,Kettil Bruun Society for Social and Epidemiological Research on Alcohol,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02373tm11,funder; nonprofit,https://ror.org/02373tm11,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
modum-bad.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.modum-bad.no,Modum Bad – Gordon Johnsens stiftelse,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/026nfkh32,funder; other,https://ror.org/026nfkh32,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
mrfylke.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://mrfylke.no/,Møre og Romsdal Fylkeskommune,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/057zq5186,funder; government,https://ror.org/057zq5186,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nordicinnovation.org,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,http://www.nordicinnovation.org/,Nordic Innovation,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/04f6j3x86,funder; other,https://ror.org/04f6j3x86,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
norsk-tipping.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.norsk-tipping.no,Norsk Tipping (Norway),NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02n15q260,company; funder,https://ror.org/02n15q260,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
dnva.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.dnva.no,Norwegian Academy of Science and Letters,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/00g8k7g33,education; funder,https://ror.org/00g8k7g33,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
landbruksdirektoratet.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.landbruksdirektoratet.no/en/,Norwegian Agriculture Agency,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/03ht51987,funder; other,https://ror.org/03ht51987,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ffi.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.ffi.no,Norwegian Defence Research Establishment,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0098gnz32,facility; funder,https://ror.org/0098gnz32,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
bufdir.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.bufdir.no,"Norwegian Directorate for Children, Youth and Family Affairs",NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04yqs7e37,funder; government,https://ror.org/04yqs7e37,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
torreoyneklinikken.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://torreoyneklinikken.no,Norwegian Dry Eye Clinic,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:47+00:00,URLError,unknown,research_funder,https://ror.org/01dfan342,funder; healthcare,https://ror.org/01dfan342,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nupi.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,http://www.nupi.no/en/,Norwegian Institute of International Affairs,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/01pznaa94,funder; government,https://ror.org/01pznaa94,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sodir.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.sodir.no,Norwegian Offshore Directorate,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/046m5jm48,funder; government,https://ror.org/046m5jm48,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
politihogskolen.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.politihogskolen.no,Norwegian Police University College,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:27+00:00,URLError,unknown,research_funder,https://ror.org/05486d596,education; funder,https://ror.org/05486d596,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nhh.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.nhh.no,Norwegian School of Economics,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04v53s997,education; funder,https://ror.org/04v53s997,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oddberg.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.oddberg.no/medisinsk-forskning/,Odd Berg Medical Research Foundation,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/026kc5t78,funder; nonprofit,https://ror.org/026kc5t78,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
olavthonstiftelsen.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://olavthonstiftelsen.no,Olav Thon Stiftelsen,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/014am8n90,funder; nonprofit,https://ror.org/014am8n90,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oslo-universitetssykehus.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,http://www.oslo-universitetssykehus.no/om-oss/english,Oslo University Hospital,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:35+00:00,TimeoutError,unknown,research_funder,https://ror.org/00j9c2840,funder; healthcare,https://ror.org/00j9c2840,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
porelab.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://porelab.no,PoreLab,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/00n8a1j31,facility; funder,https://ror.org/00n8a1j31,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
forsvaret.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.forsvaret.no/en/research/research-at-the-nduc/royal-norwegian-naval-academy,Royal Norwegian Naval Academy,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/040he7428,education; funder,https://ror.org/040he7428,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ruralis.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://ruralis.no,Ruralis - Institute for Rural and Regional Research,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:11+00:00,URLError,unknown,research_funder,https://ror.org/0169gd037,funder; other,https://ror.org/0169gd037,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
medietilsynet.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://www.medietilsynet.no/om-medietilsynet/fagutvalg-og-klagenemnder/fagutvalget-for-medieforskning/,Rådet for Anvendt Medieforskning,NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/044674v36,funder; government,https://ror.org/044674v36,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
skretting.com,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://www.skretting.com/innovation/skretting-arc-where-science-meets-industry/,Skretting Aquaculture Research Centre (Norway),NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03x1abg28,company; funder,https://ror.org/03x1abg28,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
soft-ox.com,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-07-20,https://soft-ox.com,SoftOx Solutions (Norway),NO,nb|nn|se,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:01+00:00,URLError,unknown,research_funder,https://ror.org/038qmyt60,company; funder,https://ror.org/038qmyt60,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sophiesminde.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://sophiesminde.no,Sophies Minde Ortopedi,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03se19269,funder; healthcare,https://ror.org/03se19269,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fulbright.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-23,https://fulbright.no,U.S.-Norway Fulbright Foundation for Educational Exchange,NO,nb|nn|se,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/04zbwa870,funder; nonprofit,https://ror.org/04zbwa870,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uit.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-02,https://uit.no,UiT The Arctic University of Norway,NO,nb|nn|se,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/00wge5k78,education; funder,https://ror.org/00wge5k78,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uib.no,Norway,Norwegian Bokmål|Norwegian Nynorsk|Northern Sami,2026-06-02,http://www.uib.no/,University of Bergen,NO,nb|nn|se,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/03zga2b32,education; funder,https://ror.org/03zga2b32,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
